UserID,Order,Size,Color,Ratio,Heavier_blue,Heavier_other,Similar,Correct_cd,Odd,VR_exp
User6,6,Small,Orange,1.6,FALSE,TRUE,0,0,0,1
User6,8,Small,DarkBlue,1.8,FALSE,TRUE,0,0,0,1
User6,9,Small,White,2,FALSE,TRUE,0,0,0,1
User6,2,Large,Green,1.8,FALSE,TRUE,0,0,0,1
User6,14,Large,Red,1.6,FALSE,TRUE,0,0,0,1
User6,10,Large,Purple ,1.4,TRUE,FALSE,0,1,0,1
User6,17,Large,Teal,1.2,TRUE,FALSE,0,1,0,1
User6,12,Large,Yellow,0.8,FALSE,FALSE,1,0,0,1
User6,4,Large,Pink,0.6,FALSE,FALSE,1,0,0,1
User6,1,Large,Orange,0.4,TRUE,FALSE,0,0,0,1
User6,15,Large,DarkBlue,0.2,TRUE,FALSE,0,0,0,1
User6,16,Large,White,2,TRUE,FALSE,0,1,0,1
User7,17,Small,Green,0.2,FALSE,TRUE,0,1,0,1
User7,2,Small,Red,0.4,FALSE,FALSE,1,0,0,1
User7,15,Small,Purple ,0.6,FALSE,FALSE,1,0,0,1
User7,1,Small,Teal,0.8,FALSE,FALSE,1,0,0,1
User7,13,Small,Yellow,1.2,FALSE,FALSE,1,0,0,1
User7,9,Small,Pink,1.4,FALSE,FALSE,1,0,0,1
User7,12,Small,Orange,1.6,FALSE,FALSE,1,0,0,1
User7,5,Small,DarkBlue,1.8,TRUE,FALSE,0,1,0,1
User7,3,Small,White,2,FALSE,FALSE,1,0,0,1
User7,18,Large,Green,1.8,FALSE,TRUE,0,0,0,1
User7,6,Large,Red,1.6,FALSE,TRUE,0,0,0,1
User7,11,Large,Purple ,1.4,FALSE,TRUE,0,0,0,1
User7,4,Large,Teal,1.2,FALSE,TRUE,0,0,0,1
User7,7,Large,Yellow,0.8,FALSE,TRUE,0,1,0,1
User7,16,Large,Pink,0.6,FALSE,TRUE,0,1,0,1
User7,10,Large,Orange,0.4,FALSE,TRUE,0,1,0,1
User7,14,Large,DarkBlue,0.2,FALSE,TRUE,0,1,0,1
User7,8,Large,White,2,TRUE,FALSE,0,1,0,1
User8,6,Small,Green,0.2,FALSE,TRUE,0,1,1,0
User8,13,Small,Red,0.4,FALSE,TRUE,0,1,0,0
User8,18,Small,Purple ,0.6,TRUE,FALSE,0,0,0,0
User8,1,Small,Teal,0.8,FALSE,TRUE,0,1,0,0
User8,5,Small,Yellow,1.2,TRUE,FALSE,0,1,0,0
User8,15,Small,Pink,1.4,FALSE,FALSE,1,0,0,0
User8,4,Small,Orange,1.6,TRUE,FALSE,0,1,0,0
User8,9,Small,DarkBlue,1.8,FALSE,FALSE,1,0,0,0
User8,10,Small,White,2,TRUE,FALSE,0,1,0,0
User8,7,Large,Green,1.8,FALSE,FALSE,1,0,0,0
User8,2,Large,Red,1.6,TRUE,FALSE,0,1,0,0
User8,8,Large,Purple ,1.4,TRUE,FALSE,0,1,0,0
User8,3,Large,Teal,1.2,FALSE,FALSE,0,1,0,0
User8,14,Large,Yellow,0.8,FALSE,TRUE,0,1,0,0
User8,11,Large,Pink,0.6,FALSE,TRUE,0,1,0,0
User8,12,Large,Orange,0.4,FALSE,TRUE,0,1,0,0
User8,16,Large,DarkBlue,0.2,FALSE,TRUE,0,1,1,0
User8,17,Large,White,2,TRUE,FALSE,0,1,0,0
User9,13,Small,Green,0.2,FALSE,TRUE,0,1,1,0
User9,1,Small,Red,0.4,TRUE,FALSE,0,0,0,0
User9,5,Small,Purple ,0.6,FALSE,TRUE,0,1,0,0
User9,2,Small,Teal,0.8,FALSE,FALSE,1,0,0,0
User9,14,Small,Yellow,1.2,TRUE,FALSE,0,1,0,0
User9,6,Small,Pink,1.4,TRUE,FALSE,0,1,0,0
User9,9,Small,Orange,1.6,TRUE,FALSE,0,1,0,0
User9,8,Small,DarkBlue,1.8,FALSE,TRUE,0,0,0,0
User9,12,Small,White,2,TRUE,FALSE,0,1,0,0
User9,8,Large,Green,1.8,TRUE,FALSE,0,1,0,0
User9,15,Large,Red,1.6,TRUE,FALSE,0,1,0,0
User9,17,Large,Purple ,1.4,TRUE,FALSE,0,1,0,0
User9,4,Large,Teal,1.2,FALSE,TRUE,0,0,0,0
User9,16,Large,Yellow,0.8,FALSE,TRUE,0,1,0,0
User9,11,Large,Pink,0.6,FALSE,TRUE,0,1,0,0
User9,3,Large,Orange,0.4,FALSE,FALSE,1,0,0,0
User9,10,Large,DarkBlue,0.2,FALSE,TRUE,0,1,1,0
User9,7,Large,White,2,TRUE,FALSE,0,1,0,0
User10,14,Small,Green,0.2,FALSE,TRUE,0,1,0,0
User10,5,Small,Red,0.4,FALSE,TRUE,0,1,0,0
User10,1,Small,Purple ,0.6,FALSE,TRUE,0,1,0,0
User10,4,Small,Teal,0.8,FALSE,TRUE,0,1,0,0
User10,9,Small,Yellow,1.2,FALSE,TRUE,0,0,0,0
User10,12,Small,Pink,1.4,TRUE,FALSE,0,1,0,0
User10,8,Small,Orange,1.6,TRUE,FALSE,0,1,0,0
User10,17,Small,DarkBlue,1.8,TRUE,FALSE,0,1,0,0
User10,3,Small,White,2,TRUE,FALSE,0,1,0,0
User10,7,Large,Green,1.8,TRUE,FALSE,0,1,0,0
User10,6,Large,Red,1.6,TRUE,FALSE,0,1,0,0
User10,10,Large,Purple ,1.4,TRUE,FALSE,0,1,0,0
User10,2,Large,Teal,1.2,FALSE,FALSE,1,0,0,0
User10,15,Large,Yellow,0.8,FALSE,TRUE,1,1,0,0
User10,6,Large,Pink,0.6,FALSE,TRUE,0,1,0,0
User10,13,Large,Orange,0.4,FALSE,TRUE,0,1,0,0
User10,11,Large,DarkBlue,0.2,FALSE,TRUE,0,1,0,0
User10,16,Large,White,2,FALSE,FALSE,1,0,0,0
User11,2,Small,Green,0.2,FALSE,TRUE,0,1,1,1
User11,17,Small,Red,0.4,FALSE,FALSE,1,0,0,1
User11,8,Small,Purple ,0.6,FALSE,TRUE,0,1,0,1
User11,9,Small,Teal,0.8,FALSE,TRUE,0,1,0,1
User11,13,Small,Yellow,1.2,FALSE,FALSE,1,0,0,1
User11,7,Small,Pink,1.4,FALSE,FALSE,1,0,0,1
User11,12,Small,Orange,1.6,TRUE,FALSE,0,1,0,1
User11,1,Small,DarkBlue,1.8,FALSE,TRUE,0,0,0,1
User11,4,Small,White,2,TRUE,FALSE,0,1,0,1
User11,16,Large,Green,1.8,TRUE,FALSE,0,1,0,1
User11,5,Large,Red,1.6,FALSE,FALSE,1,0,0,1
User11,3,Large,Purple ,1.4,FALSE,FALSE,1,0,0,1
User11,18,Large,Teal,1.2,FALSE,FALSE,1,0,0,1
User11,11,Large,Yellow,0.8,FALSE,TRUE,0,1,0,1
User11,15,Large,Pink,0.6,FALSE,TRUE,0,1,0,1
User11,6,Large,Orange,0.4,FALSE,TRUE,0,1,0,1
User11,14,Large,DarkBlue,0.2,FALSE,TRUE,0,1,0,1
User11,10,Large,White,2,FALSE,FALSE,1,0,0,1
User12,18,Small,Green,0.2,TRUE,FALSE,0,0,0,1
User12,11,Small,Red,0.4,TRUE,FALSE,0,0,0,1
User12,3,Small,Purple ,0.6,TRUE,FALSE,0,0,0,1
User12,12,Small,Teal,0.8,FALSE,FALSE,1,0,0,1
User12,9,Small,Yellow,1.2,FALSE,TRUE,0,0,0,1
User12,16,Small,Pink,1.4,TRUE,FALSE,0,1,0,1
User12,6,Small,Orange,1.6,FALSE,TRUE,0,0,0,1
User12,1,Small,DarkBlue,1.8,FALSE,FALSE,1,0,0,1
User12,4,Small,White,2,FALSE,FALSE,1,0,0,1
User12,14,Large,Green,1.8,TRUE,FALSE,0,1,0,1
User12,10,Large,Red,1.6,FALSE,FALSE,1,0,0,1
User12,13,Large,Purple ,1.4,FALSE,FALSE,1,0,0,1
User12,15,Large,Teal,1.2,TRUE,FALSE,0,1,0,1
User12,7,Large,Yellow,0.8,FALSE,TRUE,0,1,0,1
User12,17,Large,Pink,0.6,FALSE,TRUE,0,1,0,1
User12,8,Large,Orange,0.4,TRUE,FALSE,0,0,0,1
User12,2,Large,DarkBlue,0.2,TRUE,FALSE,0,0,0,1
User12,5,Large,White,2,TRUE,FALSE,0,1,0,1
User13,17,Small,Green,0.2,FALSE,TRUE,0,1,0,1
User13,13,Small,Red,0.4,FALSE,TRUE,0,1,0,1
User13,15,Small,Purple ,0.6,FALSE,TRUE,0,1,0,1
User13,7,Small,Teal,0.8,TRUE,FALSE,0,0,0,1
User13,4,Small,Yellow,1.2,TRUE,FALSE,0,1,0,1
User13,1,Small,Pink,1.4,TRUE,FALSE,0,1,0,1
User13,8,Small,Orange,1.6,TRUE,FALSE,0,1,0,1
User13,5,Small,DarkBlue,1.8,FALSE,FALSE,1,0,0,1
User13,14,Small,White,2,FALSE,FALSE,1,0,0,1
User13,12,Large,Green,1.8,TRUE,FALSE,0,1,0,1
User13,3,Large,Red,1.6,TRUE,FALSE,0,1,0,1
User13,16,Large,Purple ,1.4,FALSE,FALSE,1,0,0,1
User13,6,Large,Teal,1.2,FALSE,FALSE,1,0,0,1
User13,11,Large,Yellow,0.8,FALSE,TRUE,0,1,0,1
User13,2,Large,Pink,0.6,FALSE,TRUE,0,1,0,1
User13,18,Large,Orange,0.4,FALSE,TRUE,0,1,0,1
User13,9,Large,DarkBlue,0.2,FALSE,TRUE,0,1,0,1
User13,10,Large,White,2,TRUE,FALSE,0,1,0,1
User14,6,Small,Green,0.2,FALSE,FALSE,1,0,1,0
User14,18,Small,Red,0.4,FALSE,TRUE,0,1,0,0
User14,17,Small,Purple ,0.6,FALSE,TRUE,0,1,0,0
User14,5,Small,Teal,0.8,FALSE,TRUE,0,1,0,0
User14,8,Small,Yellow,1.2,TRUE,FALSE,0,1,0,0
User14,7,Small,Pink,1.4,FALSE,FALSE,1,0,0,0
User14,1,Small,Orange,1.6,TRUE,FALSE,0,1,0,0
User14,11,Small,DarkBlue,1.8,TRUE,FALSE,0,1,0,0
User14,3,Small,White,2,TRUE,FALSE,0,1,0,0
User14,10,Large,Green,1.8,TRUE,FALSE,0,1,0,0
User14,9,Large,Red,1.6,TRUE,FALSE,0,1,0,0
User14,13,Large,Purple ,1.4,TRUE,FALSE,0,1,0,0
User14,16,Large,Teal,1.2,FALSE,TRUE,0,0,0,0
User14,14,Large,Yellow,0.8,FALSE,TRUE,0,1,0,0
User14,4,Large,Pink,0.6,FALSE,FALSE,1,0,0,0
User14,2,Large,Orange,0.4,TRUE,FALSE,0,0,0,0
User14,12,Large,DarkBlue,0.2,FALSE,FALSE,1,0,0,0
User14,15,Large,White,2,TRUE,FALSE,0,1,0,0
User15,1,Small,Green,0.2,FALSE,TRUE,0,1,0,0
User15,9,Small,Red,0.4,FALSE,FALSE,1,0,0,0
User15,11,Small,Purple ,0.6,FALSE,FALSE,1,0,0,0
User15,16,Small,Teal,0.8,FALSE,FALSE,1,0,0,0
User15,2,Small,Yellow,1.2,FALSE,TRUE,0,0,0,0
User15,6,Small,Pink,1.4,FALSE,TRUE,0,0,0,0
User15,5,Small,Orange,1.6,TRUE,FALSE,0,1,0,0
User15,8,Small,DarkBlue,1.8,FALSE,FALSE,1,0,0,0
User15,12,Small,White,2,FALSE,FALSE,1,0,0,0
User15,7,Large,Green,1.8,TRUE,FALSE,0,1,0,0
User15,18,Large,Red,1.6,TRUE,FALSE,0,1,0,0
User15,10,Large,Purple ,1.4,TRUE,FALSE,0,1,0,0
User15,3,Large,Teal,1.2,FALSE,FALSE,1,0,0,0
User15,14,Large,Yellow,0.8,TRUE,FALSE,0,0,0,0
User15,4,Large,Pink,0.6,TRUE,FALSE,0,0,0,0
User15,17,Large,Orange,0.4,FALSE,TRUE,0,1,1,0
User15,13,Large,DarkBlue,0.2,FALSE,TRUE,0,1,0,0
User15,15,Large,White,2,TRUE,FALSE,0,1,0,0
